"Run ID","Flow","precision","Hyperparameters"
"6297114","mlr.classif.svm(6)","1","cost:9575786514843,gamma:132348286654739,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6297194","mlr.classif.svm(6)","1","cost:24859194223,gamma:0244453304480979,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6297416","mlr.classif.svm(6)","1","cost:7666108167634,gamma:223214620017239,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6297433","mlr.classif.svm(6)","1","cost:855820702233,gamma:0807076292685641,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6297683","mlr.classif.svm(6)","1","cost:08577340664,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6297903","mlr.classif.svm(6)","1","cost:140603401596,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6298009","mlr.classif.svm(6)","1","cost:376139986106,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6298072","mlr.classif.svm(6)","1","cost:140677655437,gamma:10083915800748,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6298220","mlr.classif.svm(6)","1","cost:862425117886,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6298474","mlr.classif.svm(6)","1","cost:337746105764,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6298553","mlr.classif.svm(6)","1","cost:367666096254,gamma:195306012822766,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6299019","mlr.classif.svm(6)","1","cost:492058260952,gamma:0391285185623434,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6299158","mlr.classif.svm(6)","1","cost:853991551335,gamma:239316192648992,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7390174","mlr.classif.xgboost(9)","1","eta:780350721901008,weight:19755144430043,subsample:736007152800448,bytree:345279294298962,bylevel:91527695255354,lambda:00591621440437454,alpha:00720096823587723,nthread:1,nrounds:1518,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6316495","mlr.classif.svm(6)","1","cost:644518462993,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6316687","mlr.classif.svm(6)","1","cost:798268171314,gamma:0775516562327708,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6316767","mlr.classif.svm(6)","1","cost:513081630682,gamma:173262196022965,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6316887","mlr.classif.svm(6)","1","cost:516577808836,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6317402","mlr.classif.svm(6)","1","cost:331336893106,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6317748","mlr.classif.svm(6)","1","cost:697516629034,gamma:103980439988119,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6317847","mlr.classif.svm(6)","1","cost:585615434157,gamma:0524319565413521,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6318098","mlr.classif.svm(6)","1","cost:793039016813,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6318279","mlr.classif.svm(6)","1","cost:378400683147,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7409147","mlr.classif.svm(6)","1","cost:946172787514,gamma:186330380222359,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7409211","mlr.classif.svm(6)","1","cost:993757860566,gamma:0638187143199541,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6318565","mlr.classif.svm(6)","1","cost:45119776218,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6318584","mlr.classif.svm(6)","1","cost:539126273111,gamma:0970401341803319,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6318864","mlr.classif.svm(6)","1","cost:546713819627,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6318987","mlr.classif.svm(6)","1","cost:90948374366,gamma:0978822854281369,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7409847","mlr.classif.svm(6)","1","cost:613710063109,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6319071","mlr.classif.svm(6)","1","cost:222755237947,gamma:14510440657786,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6319120","mlr.classif.svm(6)","1","cost:089620335856,gamma:0844487438017937,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7409991","mlr.classif.svm(6)","1","cost:308492262624,gamma:175928823177502,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7410160","mlr.classif.svm(6)","1","cost:364941462225,gamma:058647632490377,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7410288","mlr.classif.svm(6)","1","cost:197366987762,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7410580","mlr.classif.svm(6)","1","cost:808276667333,gamma:140939621316934,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7410877","mlr.classif.svm(6)","1","cost:758278074631,gamma:0870128373585201,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7411123","mlr.classif.svm(6)","1","cost:562027210538,gamma:155309010930687,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7411314","mlr.classif.svm(6)","1","cost:206382806301,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7411446","mlr.classif.svm(6)","1","cost:287703674489,gamma:057451151537976,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7411796","mlr.classif.svm(6)","1","cost:8556748207983,gamma:123026818306196,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7411913","mlr.classif.svm(6)","1","cost:803809115625,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7412381","mlr.classif.svm(6)","1","cost:19579158528,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7412515","mlr.classif.svm(6)","1","cost:9102223386093,gamma:199361102084628,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7412563","mlr.classif.svm(6)","1","cost:013339254061,gamma:186378470110965,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7412565","mlr.classif.svm(6)","1","cost:787759195923,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7412699","mlr.classif.svm(6)","1","cost:964593004015,gamma:228749480593809,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6290389","mlr.classif.svm(6)","1","cost:213586004663,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6290600","mlr.classif.svm(6)","1","cost:384575939876,gamma:176182749988397,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6290851","mlr.classif.svm(6)","1","cost:8836272800265,gamma:190998679394969,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6290942","mlr.classif.svm(6)","1","cost:663315907871,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6291360","mlr.classif.svm(6)","1","cost:183742099826,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6291690","mlr.classif.svm(6)","1","cost:389595162153,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6291804","mlr.classif.svm(6)","1","cost:761384704031,gamma:0338536109576646,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6291895","mlr.classif.svm(6)","1","cost:258984918828,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6292144","mlr.classif.svm(6)","1","cost:161763251861,gamma:0414481305132688,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6292316","mlr.classif.svm(6)","1","cost:45954905583,gamma:106980688332116,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6292318","mlr.classif.svm(6)","1","cost:383635828166,gamma:0999342060161096,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6292370","mlr.classif.svm(6)","1","cost:967674084034,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6292802","mlr.classif.svm(6)","1","cost:585454095734,gamma:114252404621362,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6293513","mlr.classif.svm(6)","1","cost:073865604636,gamma:124861951093735,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6294090","mlr.classif.svm(6)","1","cost:739191872574,gamma:0759825985163615,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6295053","mlr.classif.svm(6)","1","cost:7786652647551,gamma:114856881764003,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6295059","mlr.classif.svm(6)","1","cost:810310678715,gamma:0301069161872253,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6295278","mlr.classif.svm(6)","1","cost:842166802398,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6295471","mlr.classif.svm(6)","1","cost:136771699954,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6295632","mlr.classif.svm(6)","1","cost:3121685519379,gamma:216631229829287,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6295651","mlr.classif.svm(6)","1","cost:091132885498,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6295656","mlr.classif.svm(6)","1","cost:26401753968,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5392673","mlr.classif.svm(6)","1","cost:857552140549,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5392928","mlr.classif.svm(6)","1","cost:477046743899,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7360091","mlr.classif.svm(6)","1","cost:4908629827021,gamma:224294854814586,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7360042","mlr.classif.svm(6)","1","cost:302376371414,gamma:125247860372351,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7359481","mlr.classif.svm(6)","1","cost:743147341214,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5394784","mlr.classif.svm(6)","1","cost:6384839143193,gamma:178590211976349,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5394932","mlr.classif.svm(6)","1","cost:58273055979,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5395461","mlr.classif.svm(6)","1","cost:5974816237874,gamma:217437536904434,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5396221","mlr.classif.svm(6)","1","cost:059301869243,gamma:211113401099703,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5396603","mlr.classif.svm(6)","1","cost:191385659386,gamma:0571201196614147,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5397065","mlr.classif.svm(6)","1","cost:767532148202,gamma:240253643579749,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5397089","mlr.classif.svm(6)","1","cost:46772684865,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5397391","mlr.classif.svm(6)","1","cost:92347033167,gamma:159039694066735,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5397572","mlr.classif.svm(6)","1","cost:5165505038732,gamma:178774681149977,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5398435","mlr.classif.svm(6)","1","cost:485473291604,gamma:214486392954871,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5398661","mlr.classif.svm(6)","1","cost:5830910176392,gamma:184161119910929,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5398683","mlr.classif.svm(6)","1","cost:329982953447,gamma:0337408298828572,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5399082","mlr.classif.svm(6)","1","cost:431218026104,gamma:0484550323987742,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5393306","mlr.classif.svm(6)","1","cost:483424520736,gamma:0615543023316031,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5393595","mlr.classif.svm(6)","1","cost:198279684676,gamma:0975129214428772,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"5393693","mlr.classif.svm(6)","1","cost:7314396173941,gamma:124322943592919,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7360758","mlr.classif.svm(6)","1","cost:267391846391,gamma:0921887969357738,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7361796","mlr.classif.svm(6)","1","cost:231390884051,gamma:0443735309248154,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7361844","mlr.classif.svm(6)","1","cost:771597883363,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7364976","mlr.classif.svm(6)","1","cost:169904037255,gamma:164519956755333,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7364193","mlr.classif.svm(6)","1","cost:9401282612823,gamma:133907286722368,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7364705","mlr.classif.svm(6)","1","cost:673190537062,gamma:189946103009985,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7365403","mlr.classif.svm(6)","1","cost:058620638022,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7365709","mlr.classif.svm(6)","1","cost:213513694021,gamma:0805290327615988,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6322965","mlr.classif.svm(6)","1","cost:87368383095,gamma:185724344342698,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6323005","mlr.classif.svm(6)","1","cost:588114794259,gamma:21446479907785,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6323116","mlr.classif.svm(6)","1","cost:0778311708097,gamma:182051278716041,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6323381","mlr.classif.svm(6)","1","cost:984320205742,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6323470","mlr.classif.svm(6)","1","cost:359275387847,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6323475","mlr.classif.svm(6)","1","cost:914648918739,gamma:156391405944153,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6323653","mlr.classif.svm(6)","1","cost:660499351215,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6323709","mlr.classif.svm(6)","1","cost:503208349152,gamma:0767077302352672,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6323738","mlr.classif.svm(6)","1","cost:884155466293,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6249861","mlr.classif.svm(6)","1","cost:773098200954,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6248892","mlr.classif.svm(6)","1","cost:731319935092,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6249387","mlr.classif.svm(6)","1","cost:060330804125,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6248182","mlr.classif.svm(6)","1","cost:416935896163,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6248428","mlr.classif.svm(6)","1","cost:277399914311,gamma:133376008468086,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6249546","mlr.classif.svm(6)","1","cost:779155626583,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6249503","mlr.classif.svm(6)","1","cost:203211554019,gamma:108025492720704,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6249551","mlr.classif.svm(6)","1","cost:014139893958,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7362138","mlr.classif.svm(6)","1","cost:134505890638,gamma:142468562549331,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7361922","mlr.classif.svm(6)","1","cost:922797105545,gamma:0949471610127726,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7362190","mlr.classif.svm(6)","1","cost:477505643538,gamma:131726205389973,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7362214","mlr.classif.svm(6)","1","cost:810513581306,gamma:0740462121770644,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7362198","mlr.classif.svm(6)","1","cost:032632934131,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7363528","mlr.classif.svm(6)","1","cost:3356474608364,gamma:143899953228172,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7363135","mlr.classif.svm(6)","1","cost:529166371145,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7363663","mlr.classif.svm(6)","1","cost:30010663123,gamma:139942050634374,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7363093","mlr.classif.svm(6)","1","cost:614637908835,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7363795","mlr.classif.svm(6)","1","cost:647521462767,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7365342","mlr.classif.svm(6)","1","cost:339319340308,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7365073","mlr.classif.svm(6)","1","cost:596986535797,gamma:10138316370913,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7363979","mlr.classif.svm(6)","1","cost:995683210588,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7363991","mlr.classif.svm(6)","1","cost:844361454731,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7365454","mlr.classif.svm(6)","1","cost:058166718397,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7364850","mlr.classif.svm(6)","1","cost:2545680501555,gamma:239743792015383,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7365733","mlr.classif.svm(6)","1","cost:548241513472,gamma:0458836525623066,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7361333","mlr.classif.svm(6)","1","cost:278287178636,gamma:0990393885247595,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7360222","mlr.classif.svm(6)","1","cost:71761294827,gamma:0448274472723318,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7360571","mlr.classif.svm(6)","1","cost:346341276246,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7360209","mlr.classif.svm(6)","1","cost:027531794034,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7360888","mlr.classif.svm(6)","1","cost:641908663773,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7358388","mlr.classif.xgboost(9)","1","eta:232822923019809,depth:2,weight:57472396914901,subsample:909402956743725,bytree:255930156446993,bylevel:759781816974282,lambda:00153645420757215,alpha:0853817123350037,nthread:1,nrounds:3467,verbose:0,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"7359348","mlr.classif.svm(6)","1","cost:702103066631,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6449124","mlr.classif.svm(6)","1","cost:738635592479,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6447088","mlr.classif.svm(6)","1","cost:7549354312844,gamma:211679482002025,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6445965","mlr.classif.svm(6)","1","cost:929606274946,gamma:155291162391478,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6447252","mlr.classif.svm(6)","1","cost:415338432801,gamma:0905326193157608,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6447936","mlr.classif.svm(6)","1","cost:757676552905,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6446042","mlr.classif.svm(6)","1","cost:788759867197,gamma:0792437121931461,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6446678","mlr.classif.svm(6)","1","cost:587185101368,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6447376","mlr.classif.svm(6)","1","cost:707301368924,gamma:0674993445215737,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6447666","mlr.classif.svm(6)","1","cost:185197150805,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6446121","mlr.classif.svm(6)","1","cost:043784896868,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6471524","mlr.classif.svm(6)","1","cost:087082374571,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6472037","mlr.classif.svm(6)","1","cost:802343923059,gamma:073548133815987,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6474301","mlr.classif.svm(6)","1","cost:862185996763,gamma:0401588903537569,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6472083","mlr.classif.svm(6)","1","cost:553259640539,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6472222","mlr.classif.svm(6)","1","cost:133007800624,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6471698","mlr.classif.svm(6)","1","cost:226454123673,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6471850","mlr.classif.svm(6)","1","cost:235805122391,gamma:192389470739229,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6471625","mlr.classif.svm(6)","1","cost:613907223295,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6468182","mlr.classif.svm(6)","1","cost:07215214704,gamma:0311429174345253,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6467383","mlr.classif.svm(6)","1","cost:348959124858,gamma:029521249031745,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6473860","mlr.classif.svm(6)","1","cost:076830244443,gamma:08116242095493,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6473953","mlr.classif.svm(6)","1","cost:411542228872,kernel:polynomial,degree:2,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
"6472780","mlr.classif.svm(6)","1","cost:715764525089,kernel:polynomial,openml.seed:1,openml.kind:Mersenne-Twister,openml.normal.kind:Inversion"
